"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"LRP12",0,0,0,89,74,127,126,82,0,75,224,209,2453,0,0,0,0,342,380,0,439,164,0,983,1455,221,0,0,317,1626,2655,2044,2717,4566,2514,4144,6569,1281,7007,4877,4176,313,104,5511,2010,1705,15,0,1922,216,2435,0,3785,2736,119,566,7488,298,1656,5224,0,37,528,0,0,0,97,0,0,0,0,0,0,67,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
"MECOM",0,0,0,62998,53168,64956,13181,22310,5678,10034,42804,57521,0,0,34809,0,197296,131948,88727,135668,227013,157648,139515,99551,79296,82045,13272,34025,0,0,0,0,0,0,0,0,0,11755,0,0,3046,0,0,0,1419,0,912,8720,0,0,0,710,0,39261,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13092,809,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0
"FILIP1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASGRP4",204,231,183,194,156,478,516,382,548,371,543,269,145,1132,156,585,542,102,526,193,741,1686,252,183,154,56,86,166,344,284,234,336,181,414,148,162,376,295,161,365,295,419,183,221,913,86,167,333,253,150,70,247,328,307,156,403,194,275,307,431,91,43,580,236,328,27,113,64,118,134,80,75,86,172,48,295,0,37,107,59,188,268,156,0,59,102,0,0,48,0
"LRRC1",4281,7039,4191,6328,5054,5142,5615,6135,4446,4552,4252,4588,11160,1736,2410,3717,4083,8249,3620,5389,5451,5880,5417,8300,300,404,388,2425,388,2290,441,420,1078,2163,371,491,1571,972,363,3119,212,3570,1208,0,268,128,280,1130,766,0,537,0,1152,1147,28,576,3736,487,980,616,1295,1837,7498,56,3345,2681,15326,2726,9954,9376,5360,1559,2995,7594,811,4049,10941,9729,1954,5300,4765,7015,6794,598,1012,0,2628,157,11718,2053
"GAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,227,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,360,3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEG3",0,0,3,3,0,0,0,0,0,0,0,0,51,0,12,0,0,0,0,18,5,0,3,12,0,8,5,19,3,5,0,0,0,0,8,0,22,86,0,6,47,0,31,0,12,13,0,4,4,15,16,0,8,16,0,0,57,18,0,8,0,6,0,22,26,31,0,22,108,0,12,0,0,0,0,0,0,0,0,0,0,49,0,0,3,0,0,4,0,0
"HERC5",1800,978,1701,2427,4600,4821,3178,2980,3093,4356,3264,4131,19268,11835,1429,0,7837,4194,6690,2281,1119,0,4562,1885,1195,3287,4635,10401,5757,4195,10565,12728,8107,10645,2801,5298,11999,5587,9670,6211,13838,7286,4864,17217,19260,3234,0,23409,13379,5599,3815,15012,10840,23054,794,9664,8925,1009,5045,2388,13698,0,849,0,283,3854,0,3855,764,0,326,539,227,1659,0,0,199,0,0,893,0,0,0,0,0,30314,16599,10959,1206,2895
"FBXL16",238,291,223,61,0,45,0,0,110,159,76,0,354,883,1256,0,0,0,0,0,355,0,68,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,166,0,0,0,57,0,0,0,98,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0
"SHANK2",13,8,7,7,5,8,0,6,0,12,7,0,0,20,0,0,62,0,0,22,26,111,16,7,0,28,14,0,0,23,0,0,7,14,0,0,30,11,0,35,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,10,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OSBP2",1631,2325,1236,2374,1882,2817,2176,1780,3067,1284,2228,2622,1137,13326,7550,5922,0,2618,2275,16593,8595,16401,7160,11019,915,3275,8446,7322,0,1569,407,1001,0,0,0,0,5044,23089,0,2766,0,1382,0,0,0,742,0,1682,0,0,494,297,0,0,0,0,4601,6041,0,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C3orf58",0,0,0,38,52,0,0,57,47,0,0,0,0,530,0,0,331,0,554,0,0,0,289,0,1960,1387,1090,2838,1391,395,675,488,1579,0,0,145,1103,0,313,2027,0,0,374,1833,544,540,147,204,995,0,38,1283,0,545,1360,1085,0,66,214,52,501,0,95,350,0,2877,0,47,1656,33,544,279,66,218,1767,0,0,0,1381,0,0,57,0,0,0,0,42,0,0,0
"SUGT1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,100,0,0,0,0,0,31,0,817,0,0,47,947,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,31,0,0,14,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
"MYL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,126,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB11FIP5",2371,1766,1894,1530,1210,1574,2290,2473,3086,3324,2456,3207,0,2870,2613,1425,3750,841,1482,1528,5039,4737,3630,5140,483,239,115,79,0,2010,0,0,1915,0,0,0,0,0,0,311,0,8445,0,0,0,714,0,0,0,0,0,0,1163,3821,119,0,1438,633,275,1248,0,1362,0,183,2140,0,0,5031,174,0,0,0,101,467,4880,0,0,0,110,0,3997,183,0,0,733,0,0,0,0,6512
"CDKN1A",2072,2593,1604,1125,937,4881,4911,6516,1793,1458,3895,2824,4419,2243,1762,173,5506,1898,2593,174,1497,8163,4716,5398,3195,24261,6945,11788,422,801,535,451,1072,78,40,668,0,0,0,14454,0,749,9656,7569,0,0,0,0,0,0,0,0,0,0,0,3011,0,1794,951,0,0,0,0,0,0,0,0,0,0,0,0,0,603,4064,107,0,0,0,0,0,0,0,254,0,0,0,0,0,0,3853
"CCRL1",8,28,12,24,15,29,28,31,14,50,14,42,29,32,0,0,0,139,32,0,83,80,13,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPC3",22499,46872,42911,11359,13256,3782,19866,17974,22325,30834,3970,7003,0,0,0,4720,0,4152,0,0,0,0,0,7561,11382,15653,3876,4555,44167,31530,5562,52265,0,2211,14095,8194,68840,33471,0,17965,42163,0,62409,0,0,0,0,32920,948,0,15131,0,0,11733,0,0,0,0,0,0,6418,0,0,0,0,944,0,0,156387,2267,0,0,0,3402,0,17951,0,2452,0,20049,0,0,67161,438675,0,10185,0,0,0,0
"ANXA2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,93,56,55,112,101,48,54,97,166,72,44,87,36,37,38,122,53,124,92,23,140,106,14,22,16,4,7,19,28,11
"CENPI",20633,10969,7564,6492,9085,11400,10555,9964,8129,9997,6394,7215,36039,0,12361,12460,32509,30441,6614,3011,16268,15611,20127,15025,4429,23865,13469,19290,2884,7576,3046,9780,799,4854,4835,7076,5931,9697,0,5010,2849,9824,0,0,556,721,1769,1114,0,12475,3310,0,7997,7543,295,0,0,0,0,4103,0,2291,15935,0,163,622,0,622,16818,0,295,197,197,0,0,1637,9460,229,0,0,0,12012,0,5081,361,0,10848,0,720,0
"ZNF737",889,1611,1198,1030,1564,1471,1812,1480,1563,1311,1448,1431,1515,2282,520,1023,1512,124,793,236,1664,314,809,1553,2270,980,306,2163,1525,1072,705,2078,3617,604,1044,766,1360,843,558,2075,1777,612,1847,1075,1297,422,120,1650,1129,1487,938,112,1195,931,1381,1038,351,662,961,2709,83,78,602,487,966,83,99,153,376,58,368,50,286,1103,323,2631,198,136,124,215,2598,888,111,571,0,4346,235,87,0,244
"CCNF",414,344,453,1721,1549,2618,2072,2909,1704,2729,1697,2362,0,6086,0,4081,2687,133,3046,3685,4216,3615,2428,5131,362,1055,2555,2812,12647,15231,5307,13509,17417,7063,6361,6338,13279,3172,20217,19590,17400,12405,12427,24190,10271,1970,0,12119,2955,7819,5245,31,15467,9779,11623,15062,5599,10362,11716,4942,7939,5754,2959,1671,0,20879,5027,13902,12910,648,2108,2406,3538,11868,8084,5903,1242,15852,1912,8693,14254,312,0,6492,133,0,782,2613,0,9047
"DLG5",86,120,71,61,46,64,58,44,64,51,80,99,206,132,0,34,366,240,157,221,191,292,202,382,0,113,0,47,40,57,19,52,0,20,15,0,60,27,0,0,93,0,0,63,0,22,2,158,73,271,19,0,38,0,27,102,0,76,14,0,52,356,106,126,498,112,290,230,779,126,163,162,111,28,270,116,368,687,352,597,33,368,0,325,171,85,53,35,11,726
"PGM5",7763,7394,8757,5723,6092,10230,4096,7244,5562,8186,6930,6513,3087,3979,13352,6704,11165,18345,18612,9854,14730,15511,10482,24532,972,1234,716,724,0,2773,1235,0,0,1024,0,253,1048,892,2988,3462,5823,1152,577,0,0,0,630,0,0,0,0,0,0,0,1050,0,0,0,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RND2",69,49,43,232,273,213,309,381,417,644,197,355,662,0,280,316,77,620,258,51,74,927,297,304,138,23,159,68,449,42,17,248,38,24,18,8,39,53,358,41,176,69,41,79,25,15,85,176,33,20,30,59,509,112,79,465,979,66,209,222,1844,39,272,53,180,148,410,217,0,0,74,26,324,1543,917,25,1250,30,266,15,16,28,974,128,33,1440,1114,81,0,0
"CENPK",78786,98127,72535,47436,51797,57498,60378,72431,69455,75567,66384,87331,55943,125945,85500,28963,65206,57971,63017,65658,70480,54092,49362,55737,240,10539,3873,0,9853,6317,7497,9243,5852,4154,4523,18178,10675,27243,17517,19753,13082,9809,11148,12484,15571,2755,344,25061,15933,2753,775,732,4221,16071,2239,5383,7407,7284,3062,11344,39856,6535,11264,559,7481,20684,17540,5506,32025,8385,16510,20951,10905,14113,1507,23050,130,473,11521,3315,216,31306,0,0,15498,6869,24114,12021,214,29241
"OVOL1",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,79,0,78,0,34,138,69,20,203,1332,423,567,162,259,164,166,116,0,13,133,479,138,268,598,177,651,112,0,821,16,25,163,57,226,56,10,223,103,73,577,185,437,554,0,107,217,0,336,621,1200,209,290,1657,78,39,188,279,0,0,84,0,404,5,265,1760,18,453,691,6,957,404,0,173,317
"HLA-DOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,1610,0,2163,0,0,0,0,0,0,0,334,5303,0,0,0,0,0,0,0,486,1171,0,0,0,0,0,0,0,0,0,0,0,294,0,0,183,0,0,0,0,0,0,0,0,133682,255797,285830,84885,243225,13958,230174,85481,282220,13590,82262,44087,80742,19061,12947,119168,1026,305351,170144,43384,245070,166537,1466,910624,204456,2010,18049,1688,32746,36903
"ZNF404",328,259,69,278,323,493,531,765,518,316,392,481,0,1564,0,0,63,1060,663,1029,492,530,1142,0,0,319,496,0,0,0,0,359,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,95,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0
"KIAA1462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,49,116,0,0,0,314,617,360,51,165,460,271,159,58,12,2,12,6,0,20,0,51,124,76,39,0,13,44,0,113,170,530,723,154,26,1069,637,854,15,226,207,26,12,93,260,234,444,360,698,106,752,20,1280,603,0,0,0,432,0
"CSDAP1",0,0,3,3,5,3,0,0,0,5,6,16,24,13,11,15,10,0,0,5,0,5,0,0,0,4,0,0,0,7,7,3,3,0,8,0,0,4,13,0,0,0,6,0,3,13,3,8,29,0,5,4,21,25,17,18,8,12,9,18,50,5,10,16,6,23,28,38,75,63,20,9,4,16,9,0,8,8,6,24,9,28,8,0,7,14,19,0,0,0
"DCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JMJD7-PLA2G4B",73,97,81,209,212,223,382,256,287,379,357,296,464,459,562,139,412,1138,532,696,440,1230,593,1481,41,464,108,67,0,33,39,142,55,176,233,90,56,62,64,0,376,75,44,75,100,0,22,145,0,47,0,36,201,84,42,0,0,125,28,56,0,0,506,81,42,0,0,61,0,120,153,0,22,81,0,89,0,0,36,215,0,0,39,0,0,600,95,0,0,0
"FAM47E",889,1468,1507,271,271,0,1122,541,0,0,0,503,887,0,0,0,8693,6529,0,0,309,0,0,0,0,0,2025,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABHD14A",56,0,45,84,129,123,56,123,235,145,50,118,0,1418,0,0,0,0,0,0,112,0,0,307,0,0,6,0,16,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,369,17,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0
"P2RY11",0,0,0,0,0,10,14,18,0,14,0,33,31,22,0,29,35,12,27,18,18,14,20,27,15,9,27,10,82,67,37,199,137,136,67,40,307,51,161,98,196,691,43,49,120,86,2,222,130,90,57,2,261,305,185,350,432,203,104,226,31,351,106,102,98,27,116,75,157,112,71,84,26,67,43,53,84,869,78,990,271,190,45,69,122,37,47,65,102,53
"KCTD3",7429,7886,5936,6433,5569,5241,5162,5830,4951,7740,5190,6307,3660,17272,15934,11455,24352,5864,9919,8857,12716,11169,6448,4847,2543,5721,1413,864,2235,4697,13700,8633,308,3656,6369,6123,3667,6077,4126,9953,8446,2522,11865,6107,11996,4824,28,7309,6249,975,6372,0,9680,18003,2775,1577,15343,4481,5155,5462,12645,7785,5152,9807,69780,14430,33210,5767,16416,27672,8717,9851,7650,13337,335,29752,17174,10935,33292,432,59310,10683,0,0,16566,32873,13989,12378,15561,0
"GEFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C22orf36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC9",40,46,16,37,7,28,24,22,16,39,15,28,0,0,0,0,0,109,0,0,74,304,85,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF486",920,591,701,680,834,1424,1404,1096,2039,1426,1250,2238,10087,394,634,65,0,0,1358,4555,3613,109,526,1489,5155,11020,374,264,20924,41841,25950,36726,16682,12180,5228,11763,40180,35000,23495,41244,52285,30693,2543,16922,6418,21109,110,26336,14057,16759,13022,44,30615,25364,21703,107733,19188,39772,26071,42195,3197,7882,11931,4796,919,66,5036,1818,14316,1270,4729,2103,5246,16741,7235,28447,591,11826,12041,373,1117,17541,329,0,3858,634,0,132,0,154
"C20orf96",3581,3760,4543,1902,2429,4237,4021,5344,3224,5215,5089,5437,167,2166,795,1218,8725,6222,6621,9953,5413,6464,5926,5645,2235,2596,3699,4310,0,0,287,0,45,388,48,247,167,270,1284,757,218,1861,514,4533,64,51,3107,206,141,167,38,3902,77,668,0,0,0,129,51,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0
"ADAMTSL1",111675,97735,79580,90529,98418,125995,149141,132128,118974,129418,84842,117616,290818,239133,794829,313212,192109,349892,215548,293203,336752,393727,245078,266998,115607,78248,28469,130652,6212,7259,4245,0,0,2389,864,0,32734,55266,0,47409,11474,11968,0,0,0,0,0,0,0,0,0,0,0,0,2067,0,0,3742,0,7874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF675",1427,1984,1640,640,871,443,1724,1888,1001,1609,460,953,163,787,148,6455,180,98,2132,2557,2688,508,1311,3575,10545,11982,5121,7458,40288,37760,37542,54596,36513,30491,26125,37209,61557,29879,9090,45627,32976,31589,15147,14096,14530,35628,131,67178,53077,34557,33498,33,23035,106527,13475,28702,48037,26522,47012,138315,5377,3885,9604,0,0,66,14161,66,24632,2672,4311,49,4092,14075,16365,14608,0,574,9621,263,197,41578,27233,0,148,3569,13182,0,0,17534
"COL1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,0,1615,0,1028,0,0,0,0,0,0,0,0,0,0,26,158,156,0,0,0,249,1331,5227,0,3617,1928,56,0,1191,6426,626,11,3323,2808,1917,1588,17,2400,4830,2008,1248,12172,2240,930,0,5367,838,190,4933,760,224,4736,6308,14256,11322,1871,2213,1170,0,0,33,67,1073,1916,28,3884,45,0,0,363,0,0,0,13500,32932
"ZNF503",0,0,0,0,9,0,0,0,0,19,0,0,326,0,0,42,108,160,103,289,26,0,99,0,1084,1133,13,866,78,0,69,0,0,16,12,0,0,0,0,0,202,0,0,0,0,28,146,226,0,0,0,270,0,0,0,0,0,101,546,0,0,0,0,0,0,0,0,0,0,0,0,0,104,891,24,0,0,0,0,33,0,0,0,885,0,0,0,0,0,0
"GULP1",0,0,0,0,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,1003,0,0,1559,2702,0,4941,0,0,0,0,0,0,0,0,10435,0,0,0,24403,0,177,2567,7169,0,0,0,0,14435,12564,0,1591,3098,0,0,0,34199,26240,26252,115671,65671,10075,13436,21466,145728,50636,5923,0,0,0,11580,114196,23775,25711,0,138890,11487,123189,0,104853,0,16198,3366,31144,117276
"KCNE4",58,33,51,13,13,21,20,45,24,20,11,47,14,0,24,0,29,0,18,14,18,25,10,20,13,13,7,11,19,22,18,15,19,0,10,9,13,19,16,15,11,15,0,20,18,10,13,9,5,5,6,13,11,28,15,8,0,16,14,29,0,9,169,11,11,31,0,0,0,0,0,0,5,13,5,13,0,0,6,4,9,0,13,0,11,0,0,0,0,0
"CH25H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC81691",718,1405,1671,469,375,516,406,360,266,609,141,797,0,0,0,0,1701,187,2670,0,842,0,593,203,709,340,160,780,5603,183,662,0,1761,0,2236,583,4577,5342,0,4685,14961,16472,1906,5624,10444,0,0,750,750,9461,422,0,1656,0,0,0,0,0,0,0,0,0,8144,0,0,0,0,0,0,0,2466,0,3582,0,0,0,3777,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALPL",0,0,0,135,0,0,0,188,0,0,0,0,348,0,482,0,0,0,0,0,0,0,0,0,0,0,0,5818,0,0,631,0,0,0,0,161,0,0,162,6302,0,0,0,6330,5066,3836,27,8077,9312,8472,7539,0,31668,67154,3461,2415,39100,13350,20482,3951,223319,68110,52482,58480,106984,133805,114292,31200,339191,157773,73925,58096,95758,79826,18621,98970,128905,149062,153108,25326,231768,141339,212705,24910,2979,10809,38534,43739,126305,16532
"ABLIM1",5136,15722,9053,664,4127,1985,19713,20267,9780,7281,3060,2440,0,0,5844,1731,4934,24968,10022,22680,33769,33459,15510,14446,9943,0,4173,0,4246,3287,2037,7156,0,1388,0,4563,11254,24531,0,10792,2040,1166,0,0,0,2140,30286,7284,8300,0,2086,45842,4433,0,0,0,0,1225,3264,0,0,0,0,1574,0,0,0,9511,40971,0,9764,10478,3109,3972,38239,0,0,0,966,73972,3055,1372,0,4837,0,0,2244,0,0,0
"RCN3",0,0,0,61,122,0,0,87,0,61,0,200,0,0,0,0,0,0,0,685,191,0,981,0,0,0,277,0,733,826,0,1974,111,440,544,214,2016,0,0,1937,643,0,148,43,1684,930,0,1217,2225,617,574,0,3025,174,895,557,1000,156,383,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTGER3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3812,0,0,0,865,593,3180,0,1202,0,282,2492,0,0,0,5457,0,0,3991,0,7975,0,0,2476,0,0,1390,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KANK1",15132,16343,15236,7816,10510,14189,6706,8392,7916,10870,8607,8821,22008,16850,65816,0,13603,28721,4692,21021,17232,22657,16019,16655,0,1332,0,0,0,5636,5526,0,2389,0,0,318,0,0,0,0,0,44183,0,0,16712,1951,0,7967,0,0,0,0,0,18639,4272,792,9605,2376,1375,16862,45104,0,14069,0,18707,29619,32613,24141,67165,15441,14491,5798,15055,19196,3957,8483,1952,61609,5058,78136,110232,2057,126274,56585,14775,0,0,0,86948,7388
"KIF26B",112862,93392,78914,63229,65479,85297,65144,82118,105744,133733,105189,126369,149114,147578,191000,96953,141177,87957,103252,54680,136686,117138,108760,133183,2158,15525,8024,7777,1102,3319,0,0,0,17029,0,1373,0,0,0,4221,0,0,23274,9781,0,0,0,3871,1588,0,0,298,0,0,0,0,0,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNIK",242039,259953,260941,176203,175331,291295,324534,443202,381440,459406,221960,261594,607289,429782,445319,281701,235350,293428,252505,266752,389877,389283,245959,392901,184787,168694,144272,216539,8687,14830,13805,19248,24598,26322,9414,8392,94755,161230,111817,38452,44487,100180,10622,82257,1043,1109,99680,23819,7640,486,4652,3469,0,13060,9024,4721,1526,10355,6885,3266,0,38761,0,37939,15810,2357,25166,21225,78885,22813,15395,4372,10427,1666,24789,5545,0,0,16153,486,73050,0,0,0,32427,0,0,0,17074,60002
