"gene_name","length_kbp"
"DPYD",843.306
"DPYS",136.729
"DPYSL2",143.903
"DPYSL3",119.245
"DPYSL4",18.876
"DPYSL5",102.604
"DQX1",8.205
"DR1",23.61
"DRAM1",134.779
"DRAM2",22.883
"DRAP1",2.304
"DRD1",4.169
"DRD2",66.076
"DRD3",70.755
"DRD4",3.413
"DRD5",2.329
"DRG1",129.217
"DRG2",20.085
"DRGX",31.835
"DRP2",44.728
"DSC1",33.62
"DSC2",43.575
"DSC3",52.807
"DSCAM",836.14
"DSCAML1",389.752
"DSCC1",22.034
"DSCR10",2.488
"DSCR3",44.499
"DSCR4",169.935
"DSCR8",66.565
"DSCR9",13.233
"DSE",187.088
"DSEL",10.398
"DSG1",38.94
"DSG2",50.965
"DSG3",30.907
"DSG4",38.135
"DSN1",22.027
"DSP",45.142
"DST",496.641
"DSTN",40.056
"DSTYK",69.061
"DTD1",196.464
"DTL",71.847
"DTNA",398.554
"DTNB",296.449
"DTNBP1",140.257
"DTWD1",35.252
"DTWD2",151.223
"DTX1",41.319
"DTX2",44.319
"DTX3",5.182
"DTX3L",10.965
"DTX4",37.157
"DTYMK",11.249
"DUOX1",35.643
"DUOX2",21.694
"DUOXA1",12.571
"DUOXA2",4.1
"DUPD1",20.678
"DUS1L",8.381
"DUS3L",6.406
"DUS4L",14.98
"DUSP1",3.105
"DUSP10",40.752
"DUSP11",17.973
"DUSP12",7.48
"DUSP13",14.789
"DUSP14",23.67
"DUSP15",23.11
"DUSP16",88.173
"DUSP18",15.839
"DUSP19",21.446
"DUSP2",2.274
"DUSP21",0.884
"DUSP22",59.725
"DUSP23",1.611
"DUSP26",8.774
"DUSP27",35.12
"DUSP28",3.96
"DUSP3",12.867
"DUSP4",17.604
"DUSP5",13.706
"DUSP6",6.039
"DUSP7",7.631
"DUSP8",17.876
"DUSP9",8.834
"DUT",12.362
"DUX4",12.168
"DUX4L2",1.559
"DUX4L3",1.51
"DUX4L4",1.504
"DUX4L5",1.559
"DUX4L6",1.51
"DUX4L7",1.51
"DUXA",13.422
"DVL1",14.074
"DVL2",9.204
"DVL3",18.222
"DYDC1",20.65
"DYDC2",23.328
"DYM",419.873
"DYNC1H1",86.264
"DYNC1I1",337.565
"DYNC1I2",61.011
"DYNC1LI1",44.903
"DYNC1LI2",30.905
"DYNC2H1",370.432
"DYNC2LI1",35.971
"DYNLL1",28.643
"DYNLL2",12.121
"DYNLRB1",24.549
"DYNLRB2",10.026
"DYNLT1",8.265
"DYNLT3",10.88
"DYRK1A",151.66
"DYRK1B",8.851
"DYRK2",17.068
"DYRK3",48.883
"DYRK4",53.098
"DYSF",233.046
"DYTN",66.775
"DYX1C1",97.709
"DZIP1",66.501
"DZIP1L",53.828
"DZIP3",105.164
"E2F1",10.917
"E2F2",24.79
"E2F3",91.809
"E2F4",6.749
"E2F5",39.933
"E2F6",21.802
"E2F7",44.333
"E2F8",17.557
"E4F1",12.176
"EAF1",23.28
"EAF2",51.343
"EAPP",23.782
"EARS2",35.717
"EBAG9",26.285
"EBF1",403.845
"EBF2",203.667
"EBF3",128.558
"EBF4",67.23
"EBI3",8.033
"EBLN2",1.678
"EBNA1BP2",106.761
"EBP",7.558
"EBPL",30.752
"ECD",38.9
"ECE1",128.257
"ECE2",43.381
"ECEL1",8.001
"ECEL1P2",1.707
"ECH1",16.583
"ECHDC1",54.899
"ECHDC2",31.302
"ECHDC3",21.704
"ECHS1",11.209
"ECM1",5.727
"ECM2",43.101
"ECSCR",17.289
"ECSIT",23.258
"ECT2",70.792
"ECT2L",108.144
"EDA",423.402
"EDA2R",43.661
"EDAR",94.901
"EDARADD",136.652
"EDC3",65.734
"EDC4",11.48
"EDDM3A",16.681
"EDEM1",32.311
"EDEM2",32.007
"EDEM3",64.682
"EDF1",4.167
"EDIL3",444.239
"EDN1",6.831
"EDN2",5.898
"EDN3",25.565
"EDNRA",64.037
"EDNRB",24.287
"EEA1",158.694
"EED",34.269
"EEF1A1",8.047
"EEF1A1P9",1.382
"EEF1A2",11.302
"EEF1B2",3.343
"EEF1D",19.844
"EEF1DP3",106.631
"EEF1E1",29.218
"EEF1G",14.485
"EEF2",9.413
"EEF2K",82.45
"EEFSEC",255.192
"EEPD1",148.394
"EFCAB1",24.522
"EFCAB10",35.755
"EFCAB2",157.459
"EFCAB3",46.258
"EFCAB5",179.252
"EFCAB6",283.593
"EFCAB7",49.321
"EFEMP1",58.172
"EFEMP2",7.151
"EFHB",67.553
"EFHC1",75.477
"EFHC2",195.79
"EFHD1",76.724
"EFHD2",20.448
"EFNA1",7.397
"EFNA2",14.083
"EFNA3",15.8625
"EFNA4",5.822
"EFNA5",294.006
"EFNB1",13.15
"EFNB2",45.383
"EFNB3",6.176
"EFR3A",109.554
"EFR3B",117.007
"EFS",9.35
"EFTUD1",132.533
"EFTUD2",49.719
"EGF",99.382
"EGFL6",63.97
"EGFL7",13.822
"EGFL8",3.698
"EGFLAM",206.612
"EGFR",237.599
"EGLN1",61.293
"EGLN2",9.437
"EGLN3",538.543
"EGOT",1.375
"EGR1",3.825
"EGR2",107.904
"EGR3",5.643
"EGR4",2.776
"EHBP1",372.636
"EHBP1L1",16.612
"EHD1",36.654
"EHD2",29.791
"EHD3",35.11
"EHD4",76.639
"EHF",39.964
"EHHADH",91.366
"EHMT1",251.024
"EHMT2",17.928
"EI24",15.471
"EID1",2.297
"EID2",1.98
"EID2B",1.864
"EID3",1.463
"EIF1",3.783
"EIF1AD",5.631
"EIF1AX",17.326
"EIF1AY",16.7923333333333
"EIF1B",2.74
"EIF2A",37.564
"EIF2AK1",36.986
"EIF2AK2",57.855
"EIF2AK3",70.835
"EIF2AK4",101.445
"EIF2B1",13.36
"EIF2B2",9.455
"EIF2B3",136.2
"EIF2B4",6.134
"EIF2B5",549.72
"EIF2S1",26.519
"EIF2S2",24.034
"EIF2S3",23.255
"EIF3A",47.153
"EIF3B",26.659
"EIF3C",47.172
"EIF3CL",24.3
"EIF3D",18.586
"EIF3E",234.117
"EIF3F",31.611
"EIF3G",4.903
"EIF3H",124.795
"EIF3I",9.676
"EIF3IP1",0.966
"EIF3J",25.972
"EIF3K",17.873
"EIF3L",40.539
"EIF3M",22.464
"EIF4A1",6.299
"EIF4A2",6.695
"EIF4A3",11.969
"EIF4B",36.051
"EIF4E",58.953
"EIF4E1B",15.959
"EIF4E2",33.592
"EIF4E3",79.357
"EIF4EBP1",30.024
"EIF4EBP2",24.239
"EIF4EBP3",1.912
"EIF4ENIF1",59.131
"EIF4G1",20.863
"EIF4G2",12.06
"EIF4G3",370.596
"EIF4H",22.856
"EIF5",11.481
"EIF5A",5.464
"EIF5A2",20.278
"EIF5AL1",3.839
"EIF5B",63.973
"EIF6",6.078
"ELAC1",20.13
"ELAC2",25.796
"ELANE",5.233
"ELAVL1",486.462
"ELAVL2",136.233
"ELAVL3",29.72
"ELAVL4",155.772
"ELF1",129.52
"ELF2",149.106
"ELF3",9.243
"ELF4",45.842
"ELF5",35.012
"ELFN1",59.835
"ELFN2",59.51
"ELK1",15.083
"ELK3",75.453
"ELK4",34.406
"ELL",79.464
"ELL2",76.973
"ELL3",4.943
"ELMO1",594.888
"ELMO2",66.936
"ELMO3",4.918
"ELMOD1",75.688
"ELMOD2",29.612
"ELMOD3",37.358
"ELN",42.118
"ELOF1",8.089
"ELOVL1",4.677
"ELOVL2",63.555
"ELOVL3",3.261
"ELOVL4",32.768
"ELOVL5",81.781
"ELOVL6",153.353
"ELOVL7",92.598
"ELP2",51.112
"ELP3",101.483
"ELP4",274.248
"ELSPBP1",30.502
"ELTD1",116.954
"EMB",47.056
"EMBP1",52.78
"EMCN",484.785
"EMD",2.326
"EME1",8.263
"EME2",8.501
"EMG1",5.726
"EMID1",53.746
"EMILIN1",7.841
"EMILIN2",68.963
"EMILIN3",6.861
"EML1",204.367
"EML2",38.635
"EML3",10.547
"EML4",163.198
"EML5",180.321
"EML6",248.526
"EMP1",23.223
"EMP2",52.276
"EMP3",9.044
"EMR1",52.893
"EMR2",46.148
"EMR3",70.91
"EMR4P",38.346
"EMX1",19.811
"EMX2",7.102
"EMX2OS",71.853
"EN1",5.507
"EN2",6.702
"ENAH",166.307
"ENAM",58.072
"ENC1",14.018
"ENDOD1",42.835
"ENDOG",4.203
"ENDOU",15.833
"ENG",39.744
"ENGASE",13.66
"ENHO",2.001
"ENKUR",80.3
"ENO1",18.247
"ENO2",9.953
"ENO3",9.039
"ENOPH1",30.529
"ENOSF1",42.352
"ENOX1",573.39
"ENOX2",279.948
"ENPEP",199.552
"ENPP1",87.139
"ENPP2",116.367
"ENPP3",118.976
"ENPP4",16.706
"ENPP5",11.784
"ENPP6",132.524
"ENPP7",11.303
"ENSA",28.761
"ENTHD1",150.82
"ENTPD1",165.487
"ENTPD2",5.947
"ENTPD3",41.463
"ENTPD4",71.912
"ENTPD5",61.389
"ENTPD6",31.036
"ENTPD7",46.734
"ENTPD8",7.452
"ENY2",11.629
"EOMES",6.762
"EP300",88.291
"EP400",131.182
"EP400NL",47.356
"EPAS1",93.036
"EPB41",232.955
"EPB41L1",141.295
"EPB41L2",223.975
"EPB41L3",238.319
"EPB41L4A",276.875
"EPB41L4B",148.989
"EPB41L5",166.114
"EPB42",115.058
"EPC1",111.047
"EPC2",143.128
"EPCAM",42.443
"EPDR1",268.098
"EPGN",6.834
"EPHA1",18.603
"EPHA10",51.253
"EPHA2",31.75
"EPHA3",374.61
"EPHA4",156.175
"EPHA5",350.932
"EPHA6",937.879
"EPHA7",179.527
"EPHA8",40.03
"EPHB1",662.666
"EPHB2",204.486
"EPHB3",20.625
"EPHB4",24.956
"EPHB6",16.033
"EPHX1",35.471
"EPHX2",54.785
"EPHX3",6.516
"EPHX4",33.554
"EPM2A",234.441
"EPM2AIP1",8.125
"EPN1",34.632
"EPN2",121.1
"EPN3",11.207
"EPO",2.9
"EPOR",7.137
"EPPK1",21.14
"EPRS",78.057
"EPS15",165.065
"EPS15L1",116.846
"EPS8",262.171
"EPS8L1",15.903
"EPS8L2",33.289
"EPS8L3",13.947
"EPSTI1",105.883
"EPT1",87.344
"EPX",12.437
"ERAL1",6.129
"ERAP1",47.29
"ERAP2",43.777
"ERAS",1.265
"ERBB2",42.512
"ERBB2IP",156.074
"ERBB3",23.648
"ERBB4",1163.124
"ERC1",505.424
"ERC2",960.055
"ERCC1",71.495
"ERCC2",21.081
"ERCC3",36.886
"ERCC4",32.188
"ERCC5",31.157
"ERCC6",84.17
"ERCC6L",34.39
"ERCC8",71.242
"EREG",23.608
"ERF",7.585
"ERG",281.753
"ERGIC1",118.41
"ERGIC2",43.837
"ERGIC3",15.613
"ERH",18.504
"ERI1",114.599
"ERI2",120.156
"ERI3",134.19
"ERICH1",123.36
"ERLEC1",31.775
"ERLIN1",38.24
"ERLIN2",22.502
"ERMAP",27.865
"ERMN",9.088
"ERMP1",68.041
"ERN1",91.677
"ERN2",23.174
"ERO1L",55.984
"ERO1LB",66.43
"ERP27",25.047
"ERP29",10.135
"ERP44",119.861
"ERRFI1",21.904
"ESAM",9.707
"ESCO1",71.603
"ESCO2",40.691
"ESD",25.976
"ESF1",70.564
"ESM1",44.807
"ESPL1",25.344
"ESPN",36.582
"ESPNL",33.13
"ESPNP",32.818
"ESR1",472.928
"ESR2",253.88
"ESRP1",66.392
"ESRP2",8.991
"ESRRA",11.171
"ESRRB",191.227
"ESRRG",634.509
"ESYT1",26.421
"ESYT2",99.258
"ESYT3",47.1
"ETAA1",13.226
"ETF1",37.205
"ETFA",96.117
"ETFB",21.249
"ETFDH",37.498
"ETHE1",20.525
"ETNK1",65.59
"ETNK2",20.941
"ETS1",128.797
"ETS2",19.648
"ETV1",100.197
"ETV2",3.126
"ETV3",17.283
"ETV3L",7.764
"ETV4",51.776
"ETV5",64.01
"ETV6",245.548
"ETV7",33.158
"EVC",103.108
"EVC2",166.776
"EVI2A",4.324
"EVI2B",10.346
"EVI5",283.708
"EVI5L",34.743
"EVL",172.787
"EVPL",22.95
"EVPLL",11.985
"EVX1",4.476
"EVX2",6.441
"EWSR1",32.516
"EXD1",48.018
"EXD2",52.509
"EXD3",116.366
"EXO1",47.181
"EXOC1",51.418
"EXOC2",207.978
"EXOC3",28.779
"EXOC3L2",21.59
"EXOC4",813.516
"EXOC5",68.501
"EXOC6",224.78
"EXOC6B",650.057
"EXOC7",40.559
"EXOC8",5.099
"EXOG",46.034
"EXOSC1",9.875
"EXOSC10",33.263
"EXOSC2",11.173
"EXOSC3",34.459
"EXOSC4",2.021
"EXOSC5",11.105
"EXOSC6",5.152
"EXOSC7",60.825
"EXOSC8",10.797
"EXOSC9",15.704
"EXPH5",88.307
"EXT1",317.363
"EXT2",149.88
"EXTL1",16.58
"EXTL2",23.626
"EXTL3",155.13
"EYA1",164.799
"EYA2",294.22
"EYA3",118.352
"EYA4",291.522
"EYS",1987.245
"EZH1",44.774
"EZH2",76.938
"EZR",53.671
"F10",26.715
"F11",22.861
"F11R",26.137
"F12",7.436
"F13A1",176.928
"F13B",28.076
"F2",20.326
"F2R",19.738
"F2RL1",16.382
"F2RL2",7.952
"F2RL3",3.746
"F3",12.575
"F5",72.422
"F7",14.893
"F8",191.152
"F8A1",1.712
"F8A2",1.115
"F8A3",1.758
"F9",32.7
"FA2H",61.876
"FAAH",19.583
"FAAH2",202.49
"FABP1",5.134
"FABP12",6.397
"FABP2",5.14
"FABP3",11.225
"FABP4",4.844
"FABP5",4.414
"FABP6",51.368
"FABP7",4.599
"FADD",4.227
"FADS1",29.693
"FADS2",74.374
"FADS3",18.532
"FADS6",16.482
"FAF1",520.785
"FAF2",62.446
"FAH",34.456
"FAHD1",13.266
"FAHD2A",13.895
"FAHD2B",11.299
"FAIM",24.77
"FAIM2",37.321
"FAIM3",18.861
"FAM101A",342.809
"FAM101B",5.961
"FAM102A",39.934
"FAM102B",84.811
"FAM103A1",4.85
"FAM104A",29.4
"FAM104B",18.208
"FAM105A",33.232
"FAM106A",2.28
"FAM107A",63.493
"FAM107B",256.34
"FAM109A",8.47
"FAM109B",5.19
"FAM110A",23.748
"FAM110B",209.77
"FAM110C",8.056
"FAM111A",12.291
"FAM111B",20.225
"FAM114A1",78.062
"FAM114A2",48.808
"FAM115A",50.823
"FAM115C",109.459
"FAM117A",78.848
"FAM117B",134.569
"FAM118A",32.987
"FAM118B",51.572
"FAM120A",114.385
"FAM120AOS",7.098
"FAM120B",111.744
"FAM120C",114.957
"FAM122A",4.553
"FAM122B",27.666
"FAM122C",57.821
"FAM124A",61.907
"FAM124B",23.387
"FAM126A",124.759
"FAM126B",97.953
"FAM127A",1.18
"FAM127B",1.264
"FAM127C",2.025
"FAM129A",183.826
"FAM129B",73.65
"FAM129C",30.538
"FAM131A",10.349
"FAM131B",9.37
"FAM131C",15.863
"FAM132A",4.276
"FAM133A",38.261
"FAM133B",29.601
"FAM134A",9.254
"FAM134B",144.02
"FAM134C",31.11
"FAM135A",148.233
"FAM135B",366.799
"FAM136A",6.115
"FAM138A",1.527
"FAM138B",1.47
"FAM138C",1.477
"FAM138D",1.531
"FAM138E",1.527
"FAM138F",1.527
"FAM13A",385.443
"FAM13B",114.001
"FAM13C",117.052
"FAM149A",68.248
"FAM149B1",76.338
"FAM150A",31.47
"FAM150B",9.293
"FAM151A",14.374
"FAM151B",54.594
"FAM153A",75.417
"FAM153B",71.569
"FAM153C",49.154
"FAM154A",121.696
"FAM154B",22.12
"FAM155A",703.225
"FAM155B",27.267
"FAM156A",69.07
"FAM156B",17.254
"FAM157A",17.693
"FAM157B",36.807
"FAM159A",36.339
"FAM159B",27.782
"FAM160A1",254.416
"FAM160A2",23.376
"FAM160B1",78.088
"FAM160B2",15.739
"FAM161A",29.289
"FAM161B",18.913
"FAM162A",28.158
"FAM162B",13.526
"FAM163A",73.035
"FAM163B",7.782
"FAM166A",4.186
"FAM166B",2.068
"FAM167A",53.252
"FAM167B",1.623
"FAM168A",197.702
"FAM168B",45.584
"FAM169A",89.377
"FAM169B",77.22
"FAM170A",6.263
"FAM170B",2.854
"FAM171A1",159.419
"FAM171A2",10.66
"FAM171B",71.994
"FAM172A",493.63
"FAM173A",2.02
"FAM173B",23.567
"FAM174A",51.436
"FAM174B",192.441
"FAM175A",63.831
"FAM175B",34.885
"FAM177A1",68.223
"FAM177B",13.598
"FAM178A",52.567
"FAM178B",142.556
"FAM179A",104.762
"FAM179B",112.223
"FAM180A",20.498
"FAM180B",2.501
"FAM181B",3.923
"FAM182A",32.262
"FAM182B",104.759
"FAM183A",11.243
"FAM183B",1.691
"FAM184A",189.624
"FAM184B",152.206
"FAM185A",60.254
"FAM186A",70.392
"FAM186B",22.754
"FAM187B",3.929
"FAM188A",82.35
"FAM188B",120.97
"FAM189A1",450.469
"FAM189A2",67.883
"FAM189B",8.278
"FAM192A",33.65
"FAM193A",107.304
"FAM193B",34.753
"FAM195A",11.657
"FAM195B",10.941
"FAM196A",60.732
"FAM198A",80.944
"FAM198B",48.844
"FAM199X",29.282
"FAM19A1",541.409
"FAM19A2",570.891
"FAM19A3",6.816
"FAM19A4",200.844
"FAM19A5",361.452
"FAM200A",12.228
"FAM200B",23.903
"FAM201A",4.516
"FAM20A",66.276
"FAM20B",50.758
"FAM20C",67.776
"FAM21A",65.621
"FAM21C",65.764
"FAM24A",2.41
"FAM24B",30.563
"FAM25A",4.424
"FAM26D",29.836
"FAM26E",13.146
"FAM26F",2.409
"FAM27B",0.212
"FAM27C",1.169
"FAM27L",1.202
"FAM32A",6.666
"FAM35A",97.307
"FAM3A",10.083
"FAM3B",53.219
"FAM3C",47.513
"FAM3D",32.902
"FAM41C",8.832
"FAM43A",2.493
"FAM43B",2.571
"FAM45A",33.898
"FAM45B",1.623
"FAM46A",261.335
"FAM46B",7.816
"FAM46C",22.438
"FAM46D",109.807
"FAM47A",2.558
"FAM47B",2.119
"FAM47C",3.269
"FAM47E",69.74
"FAM49A",116.872
"FAM49B",177.536
"FAM50A",6.528
"FAM50B",1.931
"FAM53A",66.387
"FAM53B",124.977
"FAM53C",17.794
"FAM57A",10.56
"FAM57B",28.551
"FAM58A",12.126
"FAM60A",46.474
"FAM63A",12.289
"FAM63B",90.708
"FAM64A",7.054
"FAM65A",28.37
"FAM65B",244.795
"FAM65C",105.42
"FAM66A",26.277
"FAM66B",53.743
"FAM66C",35.942
"FAM66D",61.768
"FAM66E",53.741
"FAM69A",128.785
"FAM69B",11.48
"FAM69C",23.845
"FAM71C",2.293
"FAM71E1",9.968
"FAM71E2",8.352
"FAM71F1",22.682
"FAM71F2",14.587
"FAM72A",18.235
"FAM72B",17.893
"FAM72D",16.696
"FAM73A",99.915
"FAM73B",35.461
"FAM74A1",5.851
"FAM74A4",7.115
"FAM76A",37.143
"FAM76B",21.467
"FAM78A",18.471
"FAM78B",109.543
"FAM81A",150.856
"FAM81B",59.11
"FAM83A",31.119
"FAM83B",95.251
"FAM83C",6.67
"FAM83D",26.794
"FAM83E",14.044
"FAM83F",48.58
"FAM83G",36.015
"FAM83H",9.868
"FAM84A",18.128
"FAM84B",5.951
"FAM86A",13.504
"FAM86B1",12.037
"FAM86B2",10.729
"FAM86DP",13.558
"FAM89A",21.288
"FAM89B",1.849
"FAM8A1",11.364
"FAM90A1",6.358
"FAM90A25P",3.01
"FAM91A1",46.996
"FAM92A1",32.966
"FAM92B",14.15
"FAM95B1",7.922
"FAM96A",21.459
"FAM96B",2.368
"FAM98A",15.724
"FAM98B",33.583
"FAM98C",5.953
"FAM99A",2.259
"FAM9A",10.588
"FAM9B",140.407
"FAM9C",9.064
"FAN1",39.256
"FANCA",79.108
"FANCB",29.662
"FANCC",218.655
"FANCD2",75.516
"FANCE",14.742
"FANCF",4.268
"FANCG",6.181
"FANCI",73.312
"FANCL",82.129
"FANCM",64.95
"FANK1",113.053
"FAP",74.467
"FAR1",63.676
"FAR2",191.877
"FARP1",312.614
"FARP2",138.598
"FARS2",510.536
"FARSA",11.558
"FARSB",85.801
"FAS",25.254
"FASLG",7.856
"FASN",19.994
"FASTK",4.273
"FASTKD1",44.172
"FASTKD2",27.152
"FASTKD3",9.878
"FASTKD5",13.378
"FAT1",138.939
"FAT2",64.851
"FAT3",544.374
"FAT4",176.533
"FAU",1.845
"FBF1",31.566
"FBL",11.956
"FBLIM1",29.987
"FBLL1",1.518
"FBLN1",98.897
"FBLN2",89.291
"FBLN5",78.575
"FBLN7",49.831
"FBN1",237.543
"FBN2",401.276
"FBN3",84.444
"FBP1",37.116
"FBP2",35.073
"FBRS",12.383
"FBRSL1",95.637
"FBXL12",17.549
"FBXL13",261.613
"FBXL14",28.172
"FBXL15",3.947
"FBXL16",13.331
"FBXL17",523.063
"FBXL18",82.463
"FBXL19",25.728
"FBXL2",126.637
"FBXL20",149.879
"FBXL21",21.274
"FBXL22",5.075
"FBXL3",34.597
"FBXL4",79.468
"FBXL5",77.14
"FBXL6",3.945
"FBXL7",439.599
"FBXL8",4.639
"FBXO10",65.457
"FBXO11",116.477
"FBXO15",74.512
"FBXO16",142.031
"FBXO17",34.509
"FBXO18",47.391
"FBXO2",7.418
"FBXO21",48.543
"FBXO22",38.651
"FBXO24",17.135
"FBXO25",71.539
"FBXO27",42.071
"FBXO28",47.96
"FBXO3",33.604
"FBXO30",21.251
"FBXO31",65.155
"FBXO32",43.317
"FBXO33",34.831
"FBXO34",90.615
"FBXO36",90.807
"FBXO38",58.901
"FBXO4",16.489
"FBXO40",37.176
"FBXO41",29.749
"FBXO42",105.615
"FBXO43",12.44
"FBXO44",8.952
"FBXO45",20.448
"FBXO46",20.275
"FBXO47",30.97
"FBXO48",7.839
"FBXO5",13.06
"FBXO6",10.23
"FBXO7",24.153
"FBXO8",47.606
"FBXO9",48.882
"FBXW10",35.325
"FBXW11",145.324
"FBXW12",29.04
"FBXW2",41.434
"FBXW4",84.631
"FBXW4P1",2.238
"FBXW5",4.261
"FBXW7",214.842
"FBXW8",120.192
"FBXW9",8.59
"FCAMR",12.66
"FCAR",16.224
"FCER1A",18.51
"FCER1G",5.465
"FCER2",13.388
"FCF1",25.476
"FCGBP",71.303
"FCGR1A",9.847
"FCGR1B",8.965
"FCGR1C",8.782
"FCGR2A",18.583
"FCGR2B",97.343
"FCGR2C",24.323
"FCGR3A",8.978
"FCGRT",19.517
"FCHO1",40.85
"FCHO2",134.541
"FCHSD1",12.117
"FCHSD2",305.516
"FCN3",5.712
"FCRL3",26.536
"FCRL4",24.331
"FCRL5",39.143
"FCRL6",15.74
"FCRLA",7.38
"FCRLB",6.58
"FDFT1",43.736
"FDPS",11.918
"FDX1",34.998
"FDX1L",8.276
"FDXACB1",7.187
"FDXR",10.534
"FECH",38.489
"FEM1A",9.592
"FEM1B",18.062
"FEM1C",23.986
"FEN1",4.607
"FER",449.019
"FER1L4",48.825
"FER1L5",62.15
"FER1L6",268.074
"FERMT1",48.699
"FERMT2",95.167
"FERMT3",17.208
"FES",12.081
"FETUB",17.172
"FEV",4.57
"FEZ1",50.572
"FEZ2",114.282
"FEZF1",9.297
"FEZF2",4.643
"FFAR1",2.31
"FFAR2",7.86
"FGA",7.64
"FGB",8.13
"FGD1",50.712
"FGD2",23.424
"FGD3",88.785
"FGD4",246.521
"FGD5",115.603
"FGD6",140.733
"FGF1",105.892
"FGF10",86.162
"FGF11",6.664
"FGF12",628.369
"FGF13",591.203
"FGF14",691.653
"FGF16",9.873
"FGF17",6.411
"FGF18",37.967
"FGF19",6.41
"FGF2",71.528
"FGF20",10.012
"FGF23",11.501
"FGF3",8.8
"FGF4",4.387
"FGF5",70.081
"FGF6",17.459
"FGF7",65.679
"FGF8",10.239
"FGF9",33.115
"FGFBP1",3.171
"FGFBP2",9.066
"FGFBP3",2.894
"FGFR1",57.696
"FGFR1OP",53.531
"FGFR1OP2",28.267
"FGFR2",120.124
"FGFR3",15.565
"FGFR4",11.258
"FGFRL1",16.961
"FGG",8.833
"FGGY",471.037
"FGL1",45.985
"FGL2",6.455
"FGR",23.213
"FH",22.158
"FHAD1",153.011
"FHDC1",43.344
"FHIT",1502.149
"FHL1",63.959
"FHL2",80.801
"FHL3",8.836
"FHL5",54.088
"FHOD1",18.271
"FHOD3",482.341
"FIBCD1",36.848
"FIBIN",1.937
"FIBP",4.798
"FICD",10.652
"FIG4",134.116
"FIGF",38.785
"FIGLA",13.333
"FIGN",142.616
"FIGNL1",98.407
"FIGNL2",1.956
"FILIP1",201.879
"FILIP1L",284.372
"FIP1L1",917.629
"FIS1",12.858
"FITM1",1.574
"FITM2",8.331
"FIZ1",10.599
"FJX1",2.449
"FKBP10",10.537
"FKBP11",4.956
"FKBP14",16.097
"FKBP15",60.355
"FKBP1A",24.194
"FKBP1B",13.98
"FKBP2",3.129
"FKBP3",19.719
"FKBP4",10.47
"FKBP5",154.998
"FKBP6",30.473
"FKBP7",14.936
"FKBP8",12.326
"FKBP9",49.527
"FKBPL",1.584
"FKRP",30.942
"FKTN",82.988
"FLAD1",9.773
"FLCN",24.976
"FLG",23.028
"FLG2",11.271
"FLI1",126.732
"FLII",14.08
"FLJ12825",63.98
"FLJ13224",1.513
"FLJ16779",7.637
"FLJ20021",1.103
"FLJ22184",5.66
"FLJ22763",13.8
"FLJ25758",1.062
"FLJ26245",13.247
"FLJ26850",16.204
"FLJ27354",49.653
"FLJ30679",1.979
"FLJ31306",32.769
"FLJ31662",4.619
"FLJ33360",29.443
"FLJ34503",17.504
"FLJ36000",7.725
"FLJ36777",8.814
"FLJ37035",19.13
"FLJ37201",3.633
"FLJ37453",13.668
"FLJ37505",17.022
"FLJ39080",223.538
"FLJ40194",10.423
"FLJ41278",94.128
"FLJ41941",8.583
"FLJ42393",2.269
"FLJ42627",2
"FLJ42969",24.197
"FLJ43681",13.907
"FLJ43879",6.967
"FLJ44511",4.841
"FLJ46906",4.74
"FLNA",26.114
"FLNB",163.851
"FLNC",28.897
"FLOT1",15.024
"FLOT2",18.344
"FLRT1",15.985
"FLRT2",124.282
"FLRT3",14.628
"FLT1",194.784
"FLT3",97.318
"FLT3LG",12.024
"FLT4",48.118
"FLVCR1",41.108
"FLVCR2",84.597
"FLYWCH1",39.271
"FLYWCH2",16.196
"FMN1",429.188
"FMN2",460.841
"FMNL1",25.876
"FMNL2",314.597
"FMNL3",71.666
"FMO1",37.507
"FMO2",26.022
"FMO3",26.942
"FMO4",27.876
"FMO5",67.699
"FMO6P",23.828
"FMOD",10.861
"FMR1",39.174
"FMR1NB",45.338
"FN1",75.732
"FN3K",15.622
"FN3KRP",13.645
"FNBP1",156.007
"FNBP1L",106.53
"FNBP4",50.926
"FNDC1",102.712
"FNDC3A",233.867
"FNDC3B",362.037
"FNDC4",3.362
"FNDC5",10.214
"FNDC7",30.083
"FNDC8",9.153
"FNIP1",155.349
"FNIP2",138.911
"FNTA",51.594
"FNTB",75.932
"FOLH1",62.035
"FOLH1B",59.491
"FOLR1",6.743
"FOLR2",5.349
"FOLR3",25.023
"FOLR4",2.128
"FOS",3.456
"FOSB",7.184
"FOSL1",8.524
"FOSL2",24.864
"FOXA1",6.075
"FOXA2",4.45
"FOXA3",9.808
"FOXB1",57.508
"FOXC1",3.925
"FOXC2",2.477
"FOXD1",3.535
"FOXD2",4.674
"FOXD3",2.085
"FOXD4",1.973
"FOXD4L1",2.49
"FOXD4L3",2.038
"FOXD4L4",2.229
"FOXD4L5",3.108
"FOXD4L6",2.033
"FOXE1",3.461
"FOXE3",1.98
"FOXF1",4.891
"FOXF2",5.763
"FOXG1",3.299
"FOXH1",2.923
"FOXI1",3.828
"FOXI2",3.951
"FOXI3",5.869
"FOXJ1",4.966
"FOXJ2",22.8
"FOXJ3",159.338
"FOXK1",89.134
"FOXK2",124.949
"FOXL1",5.792
"FOXL2",2.916
"FOXM1",19.359
"FOXN1",32.653
